institution_code,form_factor,cathode,temperature,soc_window,charge_discharge_rate,replicate_letter,source_base,source_file,source_folder,cell_id,parse_status,n_cycles,q0,cycle_life,is_censored,last_cycle,last_qdis,min_qdis,missing_qdis_cycles,n_qdis_outliers_cleaned,n_qcharge_outliers_cleaned,cycle_index_min_raw,cycle_index_max_raw,columns,cycle_life_0p9,cycle_life_0p85,cycle_life_0p8,error_message
SNL,18650,NMC,25C,20-80,0.5-0.5C,c,SNL_18650_NMC_25C_20-80_0.5-0.5C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-0.5C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_0_5C_c,ok,1431.0,2.54025,5.0,0.0,1431.0,2.358,0.0,0.0,2.0,2.0,1.0,1431.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NMC,25C,20-80,0.5-0.5C,d,SNL_18650_NMC_25C_20-80_0.5-0.5C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-0.5C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_0_5C_d,ok,3360.0,2.5439999999999996,5.0,0.0,3360.0,2.397,1.282,0.0,17.0,17.0,1.0,3360.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NMC,25C,20-80,0.5-3C,a,SNL_18650_NMC_25C_20-80_0.5-3C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-3C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_3C_a,ok,3610.0,2.5435,5.0,0.0,3610.0,2.402,0.545,0.0,43.0,45.0,1.0,3610.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",5.0,5.0,5.0,
SNL,18650,NMC,25C,20-80,0.5-3C,b,SNL_18650_NMC_25C_20-80_0.5-3C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_20-80_0.5-3C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_20_80_0_5_3C_b,ok,1542.0,4.12,415.0,0.0,1542.0,2.27,1.088,0.0,5.0,5.0,414.0,1542.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",415.0,415.0,415.0,
SNL,18650,NMC,25C,40-60,0.5-0.5C,a,SNL_18650_NMC_25C_40-60_0.5-0.5C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_40-60_0.5-0.5C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_40_60_0_5_0_5C_a,ok,11150.0,2.095,5.0,0.0,11150.0,2.407,0.6,0.0,1.0,4.0,1.0,11150.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NMC,25C,40-60,0.5-0.5C,b,SNL_18650_NMC_25C_40-60_0.5-0.5C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_40-60_0.5-0.5C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_40_60_0_5_0_5C_b,ok,9122.0,2.0935,5.0,0.0,9122.0,2.463,0.6,0.0,1.0,3.0,1.0,9122.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NMC,25C,40-60,0.5-3C,a,SNL_18650_NMC_25C_40-60_0.5-3C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_40-60_0.5-3C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_40_60_0_5_3C_a,ok,12918.0,2.08625,5.0,0.0,12918.0,0.599,0.599,0.0,5.0,7.0,1.0,12918.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NMC,25C,40-60,0.5-3C,b,SNL_18650_NMC_25C_40-60_0.5-3C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_25C_40-60_0.5-3C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_25C_40_60_0_5_3C_b,ok,11149.0,2.089,5.0,0.0,11149.0,2.431,0.6,0.0,1.0,3.0,1.0,11149.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",4.0,5.0,5.0,
SNL,18650,NMC,35C,0-100,0,(1).5-2C,SNL_18650_NMC_35C_0-100_0 (1).5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0 (1).5-2C_b_timeseries.gsheet,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_1_5_2C_b,error:RuntimeError,,,,,,,,,,,,,,,,,Found Google Sheets shortcut but ALLOW_GSHEET_SHORTCUTS=False: /content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0 (1).5-2C_b_timeseries.gsheet. Export as CSV or set ALLOW_GSHEET_SHORTCUTS=True.
SNL,18650,NMC,35C,0-100,0.5-1C,a,SNL_18650_NMC_35C_0-100_0.5-1C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-1C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_1C_a,ok,786.0,2.93025,280.0,0.0,786.0,2.359,2.294,0.0,9.0,9.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",106.0,280.0,530.0,
SNL,18650,NMC,35C,0-100,0.5-1C,b,SNL_18650_NMC_35C_0-100_0.5-1C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-1C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_1C_b,ok,786.0,2.9202500000000002,90.0,0.0,786.0,2.343,2.054,0.0,9.0,10.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",90.0,90.0,93.0,
SNL,18650,NMC,35C,0-100,0.5-1C,c,SNL_18650_NMC_35C_0-100_0.5-1C_c,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-1C_c_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_1C_c,ok,785.0,2.936,256.0,0.0,785.0,2.367,2.3015,0.0,7.0,7.0,1.0,785.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",99.0,256.0,257.0,
SNL,18650,NMC,35C,0-100,0.5-1C,d,SNL_18650_NMC_35C_0-100_0.5-1C_d,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-1C_d_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_1C_d,ok,786.0,2.8739999999999997,390.0,0.0,786.0,2.329,2.093,0.0,13.0,13.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",176.0,390.0,390.0,
SNL,18650,NMC,35C,0-100,0.5-2C,a,SNL_18650_NMC_35C_0-100_0.5-2C_a,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-2C_a_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_2C_a,ok,786.0,2.93675,170.0,0.0,786.0,2.371,2.197,0.0,9.0,9.0,1.0,786.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",109.0,170.0,342.0,
SNL,18650,NMC,35C,0-100,0.5-2C,b,SNL_18650_NMC_35C_0-100_0.5-2C_b,/content/drive/MyDrive/SandiaNationalLab/SNL NMC/SNL_18650_NMC_35C_0-100_0.5-2C_b_timeseries.csv,/content/drive/MyDrive/SandiaNationalLab/SNL NMC,sandia_SNL_18650_NMC_35C_0_100_0_5_2C_b,ok,772.0,2.8850000000000002,400.0,0.0,772.0,2.337,2.149,0.0,4.0,4.0,1.0,772.0,"{""cycle"": ""Cycle_Index"", ""current"": ""Current (A)"", ""q_discharge"": ""Discharge_Capacity (Ah)"", ""q_charge"": ""Charge_Capacity (Ah)"", ""voltage"": ""Voltage (V)"", ""temperature"": ""Cell_Temperature (C)""}",136.0,400.0,723.0,
